,q1,q2,q3,q4,q5_1,q5_2,q5_3,q5_4,q5_5,q23,q24,q25,q26,q27,q28,q35,q36_2,q36_3,q36_4,q36_5,q36_6,q36_7,q36_8,q39,q41,q44_2,q44_3,q44_4,q44_5,q44_6,q44_7,q44_8,q45,q58,q60,q64_2,q64_3,q64_4,q64_5,q64_6,q64_7,q64_8,q65_2,q65_3,q66_1,q66_2,q68_1,q68_2,q68_3,q77,q78,q79,q80,q89,q98,weight,stratum,psu,record,year,q88
9917,3,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,5,3,3,1,2,0.9,202,160270,8806,2017,3
9918,4,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,8,8,3,5,1,2,2.21,202,160270,8807,2017,5
9919,3,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,6,7,3,1,1,2,0.9,202,160270,8808,2017,6
9920,6,2,4,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,8,6,4,7,2,2,0.91,202,160270,8809,2017,4
9921,6,1,4,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,8,5,2,5,2,2,1.01,202,160270,8810,2017,3
9922,6,1,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,3,7,2,1,1.65,202,160270,8812,2017,1
9923,6,2,4,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,6,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,3,3,4,2,2,0.91,202,160270,8813,2017,4
9924,6,2,4,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,1,1,1,3,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,5,6,4,5,2,2,0.91,202,160270,8814,2017,3
9925,6,1,4,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,2,1,2,1,1,8,5,4,1,2,2,1.65,202,160270,8815,2017,4
9926,6,2,4,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,8,3,3,2,2,0.91,202,160270,8816,2017,3
9927,6,2,4,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,3,2,1,2,2,0.91,202,160270,8817,2017,5
9928,6,1,4,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,6,4,3,4,2,2,1.65,202,160270,8818,2017,3
9929,6,1,4,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,7,1,3,7,2,2,1.65,202,160270,8822,2017,3
9930,7,2,4,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,6,7,2,5,1,2,0.91,202,160270,8825,2017,4
9931,7,2,4,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,3,2,3,3,2,0.91,202,160270,8826,2017,3
9932,7,1,4,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,5,6,5,6,1,2,1.65,202,160270,8827,2017,4
9933,6,2,4,2,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,4,3,3,1,2,0.91,202,160270,8828,2017,4
9934,7,2,4,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,1,2,1,1,2,1,8,8,2,3,1,2,0.91,202,160270,8829,2017,4
9935,6,2,4,2,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,8,4,1,5,3,1,0.91,202,160270,8833,2017,5
9936,7,2,4,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,8,6,3,4,4,2,0.91,202,160270,8834,2017,5
9937,6,2,4,2,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,1,2,1,1,1,1,8,4,1,3,7,2,0.91,202,160270,8835,2017,2
9938,6,1,4,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,3,2,7,1,2,1.01,202,160270,8837,2017,4
9939,6,1,4,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,7,3,5,7,2,1,1.01,202,160270,8838,2017,3
9940,5,1,3,2,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,3,2,2,1,1,1,1,1,1,2,1,4,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,6,6,7,3,2,1.28,202,160270,8839,2017,2
9941,6,2,3,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,7,2,1,4,2,1.07,202,160270,8840,2017,5
9942,5,2,3,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,8,7,3,6,1,2,1.07,202,160270,8841,2017,3
9943,5,2,3,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,2,1,7,1,2,1.07,202,160270,8842,2017,5
9944,6,1,3,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,3,4,1,2,2,1.28,202,160270,8843,2017,5
9945,5,1,3,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,1,1,1,6,1,3,1,1,1,1,1,2,1,1,2,2,1,2,1,1,5,3,3,5,3,2,0.89,202,160270,8846,2017,6
9946,6,2,4,2,1,1,2,1,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,3,3,4,1,2,0.93,202,160270,8848,2017,3
9947,6,2,3,2,1,1,1,1,2,1,1,2,2,2,1,6,1,1,1,2,1,1,1,3,2,2,1,1,1,1,1,1,6,1,3,2,1,1,1,1,1,1,2,1,2,1,1,2,1,8,4,4,7,2,2,1.07,202,160270,8849,2017,5
9948,5,1,3,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,6,4,5,1,2,1.28,202,160270,8850,2017,5
9949,6,1,3,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,7,2,1,1,2,1.28,202,160270,8852,2017,4
9950,6,2,3,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,6,8,4,3,1,2,1.07,202,160270,8853,2017,4
9951,6,1,3,2,1,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,7,1,2,1,1,1,1,1,2,2,2,2,2,1,1,8,1,4,1,2,1,1.28,202,160270,8854,2017,3
9952,6,1,3,2,1,1,1,1,2,1,1,1,1,2,1,7,1,2,1,1,1,1,1,3,2,2,1,1,1,1,1,1,7,1,6,1,1,1,2,1,1,1,2,2,2,2,2,1,1,7,5,3,4,2,1,1.28,202,160270,8855,2017,2
9953,6,1,3,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,6,5,1,7,1,1,1.28,202,160270,8856,2017,4
9954,6,2,3,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,3,5,1,1,1,1,1,1,2,7,1,4,1,1,1,1,1,1,2,2,1,2,1,2,1,1,8,1,4,4,4,2,1.07,202,160270,8857,2017,2
9955,5,2,3,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,3,8,2,2,1,2,1.07,202,160270,8861,2017,5
9956,6,2,3,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,8,3,3,5,2,2,1.07,202,160270,8862,2017,5
9957,5,1,3,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,8,8,2,3,1,2,1.28,202,160270,8863,2017,4
9958,5,2,3,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,8,8,4,3,1,2,1.07,202,160270,8864,2017,4
9959,6,2,3,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,2,1,7,5,3,4,1,2,0.74,202,160270,8867,2017,3
9960,4,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,7,1,7,1,2,1,1,1,1,1,2,1,2,1,2,1,1,6,6,2,5,2,2,0.48,101,210730,8870,2017,3
9961,4,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,6,7,1,2,1,0.99,101,210730,8874,2017,3
9962,3,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,4,1,2,1.6,101,210730,8875,2017,3
9963,4,2,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,4,4,5,2,2,1.35,101,210730,8878,2017,5
9964,4,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,4,6,2,2,7,1,1.35,101,210730,8880,2017,1
9965,3,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,4,1,5,1,2,1.02,101,210730,8881,2017,4
9966,4,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,5,1,1,7,2,2,1.35,101,210730,8885,2017,4
9967,4,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,7,3,4,1,2,1.35,101,210730,8888,2017,5
9968,4,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,4,4,4,2,2,1.35,101,210730,8890,2017,4
9969,4,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,3,5,5,1,1,1.6,101,210730,8891,2017,4
9970,3,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,6,1,3,1,2,1.6,101,210730,8895,2017,5
9971,3,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,8,5,6,1,2,0.99,101,210730,8897,2017,3
9972,3,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,6,8,2,5,1,1,1.34,211,170430,8898,2017,4
9973,3,2,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,8,4,2,7,2,2,1.31,211,170430,8899,2017,4
9974,3,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,3,5,3,1,1.34,211,170430,8901,2017,4
9975,3,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,7,6,5,5,1,1,1.84,211,170430,8902,2017,4
9976,4,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,3,1,3,1,1,2,1,1,1,1,1,2,2,1,1,1,1,3,2,3,1,4,2,1.5,211,170430,8912,2017,1
9977,4,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,7,1,1,5,1,1,1.34,211,170430,8914,2017,4
9978,4,2,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,8,1,3,3,2,3.65,211,170430,8917,2017,6
9979,3,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,3,5,2,1,3.65,211,170430,8918,2017,4
9980,4,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,8,8,2,7,2,2,1.17,211,170430,8919,2017,3
9981,5,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,7,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,5,8,1,7,3,1,1.88,211,170430,8922,2017,3
9982,4,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,6,5,6,2,1,1.07,211,170430,8926,2017,3
9983,4,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,1,1,5,1,2,2.06,211,170430,8928,2017,3
9984,5,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,6,4,4,2,2,1.48,211,170430,8929,2017,3
9985,6,1,4,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,1,1,1,2,1,6,2,1,1,1,1,1,1,1,2,2,1,2,1,1,8,5,2,4,3,2,1.07,211,170430,8933,2017,3
9986,7,2,4,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,3,1,1,2,1,1,1,1,2,1,2,1,1,2,1,8,7,1,6,2,2,2.4,211,170430,8934,2017,3
9987,6,1,4,2,1,1,1,1,2,2,2,1,2,2,1,3,1,1,1,2,1,1,1,1,4,1,1,1,1,1,2,1,7,1,5,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,8,7,1,4,2,1.75,211,170430,8935,2017,5
9988,7,1,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,8,6,3,5,1,1,1.75,211,170430,8940,2017,3
9989,7,2,4,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,8,3,4,1,2,2.4,211,170430,8945,2017,5
9990,4,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,4,2,3,3,2,1.48,211,170430,8951,2017,4
9991,6,2,3,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,7,2,5,2,2,2.7,211,170430,8952,2017,3
9992,6,1,3,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,7,8,4,6,1,2,0.73,211,170430,8953,2017,2
9993,5,1,3,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,3,4,5,6,2,2,0.51,211,170430,8954,2017,4
9994,5,1,3,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,6,8,2,4,1,2,0.73,211,170430,8955,2017,5
9995,6,1,3,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,3,4,6,3,2,0.51,211,170430,8957,2017,3
9996,6,1,3,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,8,2,1,1,2,0.73,211,170430,8958,2017,4
9997,5,1,3,2,1,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,6,6,1,1,1,2,0.56,211,170430,8959,2017,3
9998,6,1,3,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,3,2,1,1,2,0.73,211,170430,8962,2017,4
9999,6,2,3,2,1,1,1,1,2,2,2,2,2,2,1,7,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,4,8,2,3,2,2,2.7,211,170430,8963,2017,5
10000,5,1,3,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,8,6,2,6,2,1,0.73,211,170430,8964,2017,6
10001,6,1,3,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,8,8,1,1,1,2,0.73,211,170430,8969,2017,3
10002,6,1,3,2,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,5,1,2,2,0.56,211,170430,8971,2017,3
10003,6,2,3,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,8,6,3,4,1,2,2.52,211,170430,8972,2017,5
10004,6,2,3,2,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,8,2,3,1,1,1,2.06,211,170430,8974,2017,2
10005,5,1,3,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,4,8,1,7,2,2,0.73,211,170430,8975,2017,4
10006,5,1,3,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,8,6,3,4,1,2,0.73,211,170430,8976,2017,2
10007,6,1,3,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,7,2,7,1,2,0.51,211,170430,8978,2017,3
10008,6,1,3,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,6,3,7,2,2,0.73,211,170430,8980,2017,3
10009,5,2,3,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,5,5,7,7,2,2.7,211,170430,8981,2017,3
10010,6,1,3,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,7,2,2,1,2,0.73,211,170430,8982,2017,4
10011,6,1,3,2,1,1,1,1,2,2,2,2,2,2,1,4,1,1,1,2,1,1,1,3,4,1,1,1,1,1,1,2,5,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,4,6,1,6,1,2,0.73,211,170430,8983,2017,3
10012,5,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,3,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,3,1,2,2,2,0.5,212,170310,8987,2017,4
10013,7,1,3,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,1,7,2,1,1,0.5,212,170310,8989,2017,5
10014,4,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,3,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,8,5,3,7,1,2,0.75,212,170310,8994,2017,4
10015,5,2,2,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,3,4,7,2,2,0.48,212,170310,9001,2017,3
10016,6,1,3,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1,7,6,6,5,1,2,0.67,212,170310,9002,2017,3
10017,4,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,8,1,3,5,2,2,0.5,212,170310,9007,2017,4
10018,7,1,4,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,4,6,7,3,2,0.15,212,170310,9018,2017,2
10019,7,1,4,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,2,4,1,2,2,0.15,212,170310,9020,2017,4
10020,7,1,4,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,5,3,2,2,0.15,212,170310,9021,2017,3
10021,7,1,4,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,2,1,1,1,1,5,1,2,2,2,1,0.09,212,170310,9022,2017,3
