,q1,q2,q3,q4,q5_1,q5_2,q5_3,q5_4,q5_5,q23,q24,q25,q26,q27,q28,q35,q36_2,q36_3,q36_4,q36_5,q36_6,q36_7,q36_8,q39,q41,q44_2,q44_3,q44_4,q44_5,q44_6,q44_7,q44_8,q45,q58,q60,q64_2,q64_3,q64_4,q64_5,q64_6,q64_7,q64_8,q65_2,q65_3,q66_1,q66_2,q68_1,q68_2,q68_3,q77,q78,q79,q80,q89,q98,weight,stratum,psu,record,year,q88
2276,3,1,1,2,1,1,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,4,1,1,6,2,1,0.88,211,171970,4737,2015,4
2277,4,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,7,1,7,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,7,7,5,2,0.59,211,171970,4740,2015,3
2278,7,1,3,2,1,2,1,1,1,2,1,1,1,1,3,2,1,1,1,1,1,1,1,3,3,1,1,1,2,1,1,1,7,1,5,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,5,5,7,3,1,0.23,211,171970,4741,2015,3
2279,7,1,4,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,6,1,1,1,1,2,1,1,1,2,2,1,2,1,1,6,6,6,7,7,2,0.62,211,171970,4742,2015,2
2280,5,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,6,6,3,7,3,1,0.21,211,171970,4743,2015,4
2281,5,2,3,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,8,2,3,3,2,0.34,211,171970,4744,2015,4
2282,4,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,6,1,5,5,2,2,0.64,211,171970,4748,2015,5
2283,5,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,3,1,0.84,211,171970,4750,2015,3
2284,6,2,3,2,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,7,1,6,1,2,1,1,1,1,1,2,1,2,1,1,1,2,5,4,3,3,3,2,0.44,211,171970,4751,2015,2
2285,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,6,8,1,1,1,1,0.33,211,171970,4753,2015,3
2286,3,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,6,5,5,5,2,2,0.68,211,171970,4754,2015,5
2287,6,2,4,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,3,1,6,3,1,0.39,211,171970,4758,2015,4
2288,4,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,3,5,7,1,2,0.54,211,171970,4759,2015,2
2289,6,2,4,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,7,1,4,1,1,2,1,1,1,1,2,1,2,1,1,2,1,4,4,3,1,2,2,0.39,211,171970,4766,2015,4
2290,4,1,2,2,1,1,2,1,1,2,1,2,2,2,1,4,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,1,7,1,4,2,1,1,1,1,1,1,1,2,2,1,1,2,1,5,8,4,7,3,1,0.84,211,171970,4769,2015,7
2291,4,1,2,1,2,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,8,2,2,1,2,0.46,211,171970,4771,2015,5
2292,3,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,8,2,4,3,1,3.04,211,171970,4775,2015,5
2293,3,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,5,2,1,3,2,2,2.64,211,171970,4776,2015,2
2294,3,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,5,4,1,6,2,1,3.04,211,171970,4777,2015,2
2295,3,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,5,7,1,6,1,2,3.04,211,171970,4778,2015,2
2296,4,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,8,2,2,1,2,3.04,211,171970,4779,2015,5
2297,3,2,1,2,1,1,1,1,2,1,1,2,2,2,1,7,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,5,1,7,1,1,2,1,1,1,1,2,1,2,1,1,2,1,8,8,3,6,3,2,4.36,211,171970,4780,2015,4
2298,3,2,1,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,7,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,7,7,5,1,4.36,211,171970,4781,2015,5
2299,4,2,1,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,7,2,4,3,2,4.36,211,171970,4784,2015,2
2300,3,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,5,5,6,2,2,4.36,211,171970,4785,2015,5
2301,3,2,1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,1,2,1,2,1,1,2,1,8,6,4,4,3,2,4.36,211,171970,4786,2015,5
2302,3,2,1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,6,4,2,1,2,4.36,211,171970,4787,2015,4
2303,4,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,4,5,4,4,4,1,4.36,211,171970,4788,2015,3
2304,4,2,1,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,3,1,1,2,1,1,1,1,2,1,2,1,2,1,1,8,8,4,2,1,2,4.36,211,171970,4791,2015,4
2305,4,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,8,6,4,6,2,2,3.79,211,171970,4793,2015,4
2306,3,1,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,8,4,5,2,1,4.33,211,171970,4794,2015,3
2307,3,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,4,3,5,1,2,3.04,211,171970,4795,2015,6
2308,4,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,7,4,6,1,1,3.04,211,171970,4796,2015,1
2309,3,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,8,5,2,4,2,2,3.04,211,171970,4799,2015,4
2310,4,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,4,4,1,1,2,2.64,211,171970,4800,2015,7
2311,3,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,8,4,4,4,1,2,3.04,211,171970,4803,2015,5
2312,7,1,4,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,5,1,6,1,1,1,1,2,1,1,2,2,2,2,1,1,1,4,6,3,2,3,1,1.72,112,180970,4804,2015,2
2313,7,2,4,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,7,1,7,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,5,4,2,2,2,1.66,112,180970,4805,2015,3
2314,6,2,4,2,1,1,2,1,1,2,2,2,2,2,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,7,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,3,2,7,1,2,2.3,112,180970,4806,2015,3
2315,4,1,1,2,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,2,2,2,2,1,1,2,3,1,2,7,5,1,2.23,112,180970,4810,2015,4
2316,6,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,6,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,7,3,2,3.12,112,180970,4813,2015,4
2317,4,2,1,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,1,2,1,1,1,2,8,8,1,1,3,2,1.73,112,180970,4815,2015,3
2318,4,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,8,6,4,6,2,2,1.5,112,180970,4816,2015,5
2319,5,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,1,7,1,7,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,3,1,7,7,1,2.92,112,180970,4818,2015,2
2320,6,1,4,2,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,5,1,6,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,6,4,1,5,1,1.72,112,180970,4824,2015,2
2321,6,1,3,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,4,1,4,4,2,2,1.25,112,180970,4826,2015,7
2322,6,2,3,2,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,7,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,8,7,7,3,1,1.71,112,180970,4828,2015,2
2323,6,1,3,2,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,3,1,1,1,1,2,1,1,7,1,4,1,1,1,1,1,2,1,1,2,2,2,1,2,1,5,4,3,7,2,1,1.25,112,180970,4829,2015,2
2324,6,1,3,2,1,1,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,4,1,2,5,1,2,1.64,112,180970,4831,2015,5
2325,5,1,3,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,4,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,1,5,1,2,4,3,1,0.93,112,180970,4832,2015,3
2326,7,2,3,2,1,1,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,7,1,7,1,2,1,1,1,1,1,2,1,2,1,1,1,1,4,1,3,1,3,2,1.71,112,180970,4834,2015,3
2327,6,1,3,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,4,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,8,7,2,2,1,1.25,112,180970,4836,2015,2
2328,7,2,3,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,5,3,5,6,1,0.65,112,180970,4837,2015,2
2329,4,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,4,2,3,7,5,2,1.73,112,180970,4838,2015,3
2330,4,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,1,1,2,1,2,1,1,1,2,8,8,5,6,2,1,2.46,112,180970,4842,2015,6
2331,4,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,4,2,2,1,2,1.7,201,181570,4843,2015,3
2332,3,1,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,5,6,3,3,1,2,1.7,201,181570,4844,2015,6
2333,4,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,7,8,4,6,1,2,1.7,201,181570,4845,2015,3
2334,3,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,5,3,2,2,2,1.21,201,181570,4846,2015,4
2335,4,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,8,3,3,1,2,1.21,201,181570,4848,2015,6
2336,4,1,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,6,8,3,4,1,2,1.7,201,181570,4849,2015,4
2337,7,2,4,2,1,1,1,1,2,2,2,2,2,2,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,4,3,4,5,2,2,1.53,201,181570,4850,2015,3
2338,7,2,4,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,8,8,4,2,2,2,1.53,201,181570,4851,2015,4
2339,6,2,4,2,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,2,1,8,8,3,5,1,2,1.53,201,181570,4852,2015,5
2340,6,2,4,2,2,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,4,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,4,2,2,5,2,2,0.78,201,181570,4853,2015,4
2341,7,1,4,2,1,1,1,1,2,1,2,1,1,1,3,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,5,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1.32,201,181570,4854,2015,3
2342,7,2,4,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,6,1,7,2,2,1.53,201,181570,4855,2015,2
2343,6,1,4,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,3,4,2,1,2,1.32,201,181570,4856,2015,4
2344,7,1,4,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,2,1,1,1,5,1,5,1,1,2,1,1,1,1,1,2,2,1,1,1,2,7,5,2,4,2,2,1.32,201,181570,4858,2015,3
2345,6,1,3,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,6,3,5,1,2,0.8,201,181570,4861,2015,5
2346,6,1,4,2,1,1,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,3,7,2,1,1.82,201,181570,4862,2015,3
2347,7,1,4,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,4,1,1,2,1,1,1,1,1,2,2,1,1,1,1,8,5,2,3,2,2,1.32,201,181570,4863,2015,4
2348,6,1,4,2,1,1,1,1,2,2,1,1,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,1,3,6,2,5,1,1,1.32,201,181570,4865,2015,3
2349,6,1,4,2,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,2,1,2,1,1,4,3,1,4,2,2,1.32,201,181570,4866,2015,4
2350,6,2,3,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,6,6,4,6,3,1,1.33,201,181570,4867,2015,4
2351,6,1,3,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,3,1,1,1,2,1,1,1,1,1,7,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,5,1,4,2,1,0.8,201,181570,4868,2015,3
2352,6,2,3,2,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,4,1,7,3,1,1.33,201,181570,4869,2015,1
2353,5,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,3,3,7,1,1,1.12,201,181570,4870,2015,3
2354,5,1,4,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,7,1,6,1,2,1,1,1,1,1,2,2,2,2,2,1,1,4,2,1,5,1,2,1.32,201,181570,4871,2015,2
2355,7,1,4,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,1,5,5,3,5,1,2,1.32,201,181570,4872,2015,5
2356,4,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,6,3,2,2,2,1.46,201,181570,4873,2015,5
2357,5,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,1,1.69,201,181570,4874,2015,1
2358,4,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,8,6,2,1,1,2,1.69,201,181570,4875,2015,5
2359,5,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,4,1,1,1,2,1.46,201,181570,4876,2015,6
2360,4,1,2,2,1,1,1,1,2,2,2,2,2,2,1,3,1,1,1,1,1,1,1,2,5,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,5,4,2,1,2,1.46,201,181570,4877,2015,3
2361,5,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,8,1,1,5,1,2,1.69,201,181570,4880,2015,6
2362,4,2,2,2,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,4,2,3,3,1,1.69,201,181570,4881,2015,2
2363,5,1,2,2,1,1,1,1,2,2,2,1,1,1,3,1,2,1,1,1,1,1,1,3,2,1,1,1,1,2,1,1,3,1,7,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,7,3,1,1.46,201,181570,4882,2015,2
2364,5,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,4,1,7,1,2,1.69,201,181570,4883,2015,3
2365,7,2,4,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,1,1,6,1,2,1.53,201,181570,4885,2015,3
2366,6,2,4,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,2,7,7,2,2,1.53,201,181570,4887,2015,5
2367,5,2,3,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,8,3,1,1,2,1.33,201,181570,4889,2015,3
2368,6,2,3,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,3,2,6,2,2,1.33,201,181570,4890,2015,2
2369,5,1,3,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,7,6,1,2,1,2,0.6,201,181570,4891,2015,3
2370,6,1,3,2,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,1,6,6,2,4,1,1,0.8,201,181570,4892,2015,4
2371,6,1,3,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,6,5,4,1,2,2,0.8,201,181570,4893,2015,4
2372,5,1,3,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,8,6,1,1,3,2,0.8,201,181570,4894,2015,4
2373,5,1,3,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,4,2,2,7,2,2,0.8,201,181570,4895,2015,2
2374,6,1,3,2,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,6,5,1,4,2,2,1.05,201,181570,4896,2015,2
2375,3,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,8,1,7,1,2,1.21,201,181570,4897,2015,3
2376,3,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,8,1,7,5,2,2,1.21,201,181570,4898,2015,3
2377,4,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,3,3,7,2,1,1.48,201,181570,4899,2015,4
2378,4,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,4,8,3,6,2,1,1.7,201,181570,4900,2015,2
2379,4,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,7,6,4,4,1,2,1.21,201,181570,4901,2015,7
2380,3,2,1,2,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,3,1,3,4,1,1.21,201,181570,4903,2015,1
